Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
22/07/24,19:09:29,"""CNR5004326""",Completed,"""CID5601168""",Bike,Tilak Nagar,Anand Vihar ISBT,5.9,43.7,,,,,,,350,3.32,4.7,4.6,UPI
19/02/24,18:46:51,"""CNR9864016""",Completed,"""CID3412367""",Auto,Ghitorni,Gurgaon Railway Station,8.4,21.2,,,,,,,714,5.3,4.7,4.8,UPI
29/02/24,8:31:07,"""CNR7424952""",No Driver Found,"""CID3037552""",Go Sedan,Kherki Daula Toll,Dwarka Mor,,,,,,,,,,,,,
29/10/24,16:56:34,"""CNR8859763""",No Driver Found,"""CID7075669""",Auto,Saket A Block,Karol Bagh,,,,,,,,,,,,,
13/08/24,15:26:41,"""CNR8349802""",Cancelled by Driver,"""CID4422163""",Auto,Jor Bagh,Old Gurgaon,4.4,,,,1,The customer was coughing/sick,,,,,,,
21/08/24,19:00:28,"""CNR8736553""",Completed,"""CID2727926""",eBike,Rajouri Garden,GTB Nagar,10,34.5,,,,,,,276,46.43,4.4,3.8,Uber Wallet
05/06/24,9:59:51,"""CNR8326797""",Completed,"""CID2500326""",Auto,Subhash Chowk,Connaught Place,14.9,21.2,,,,,,,819,26.66,4.3,4.4,UPI
30/06/24,21:37:59,"""CNR4618359""",Completed,"""CID4721398""",Go Mini,Greater Noida,Rithala,9.5,23.7,,,,,,,3177,16.38,4.5,4.2,UPI
26/05/24,17:59:57,"""CNR4988712""",Cancelled by Customer,"""CID9865082""",Auto,Sikanderpur,Chirag Delhi,15.1,,1,Driver is not moving towards pickup location,,,,,,,,,
14/03/24,13:23:19,"""CNR8351408""",No Driver Found,"""CID9698045""",Go Mini,Tis Hazari,Udyog Vihar,,,,,,,,,,,,,
01/01/24,20:54:23,"""CNR7484606""",Incomplete,"""CID4415644""",Premier Sedan,Udyog Vihar Phase 4,Anand Vihar ISBT,8.4,12,,,,,1,Other Issue,147,5.02,,,UPI
29/07/24,5:01:01,"""CNR9156995""",Completed,"""CID5355810""",Go Mini,Khan Market,Pulbangash,14.4,23,,,,,,,891,41.8,4.4,3.9,UPI
13/03/24,6:22:52,"""CNR8607774""",Completed,"""CID1412815""",Auto,Noida Film City,Rajiv Chowk,12.1,21.6,,,,,,,971,48.47,3.3,4.2,UPI
18/11/24,10:59:16,"""CNR5731503""",Completed,"""CID5053916""",Bike,Shastri Park,Old Gurgaon,2.2,18.3,,,,,,,561,23.26,4.5,4.3,Cash
02/06/24,10:56:49,"""CNR3896633""",Completed,"""CID5100566""",Go Sedan,Mundka,Jahangirpuri,7.9,44.2,,,,,,,1295,49.9,4.6,4.7,UPI
24/05/24,16:20:09,"""CNR1588279""",Completed,"""CID6923151""",Go Sedan,Ashram,Golf Course Road,4.3,16.8,,,,,,,724,13.26,4.3,4.8,Cash
13/08/24,17:30:35,"""CNR3908801""",Completed,"""CID8470005""",Go Sedan,Paschim Vihar,Shastri Park,7,27.7,,,,,,,66,21.06,4.3,4.5,Cash
30/07/24,14:02:05,"""CNR7778308""",Completed,"""CID5461162""",Bike,Dilshad Garden,Madipur,10.3,38.6,,,,,,,846,4.79,4.4,4.9,UPI
09/03/24,9:05:25,"""CNR6823841""",Completed,"""CID5621616""",Auto,Subhash Chowk,Udyog Vihar,13.9,31.2,,,,,,,1740,35.37,4.2,3.7,UPI
14/02/24,9:06:00,"""CNR5386434""",Completed,"""CID9814596""",Go Mini,Moti Nagar,Arjangarh,8.1,20.8,,,,,,,176,40.68,3.3,4.2,Credit Card
11/11/24,8:40:54,"""CNR5863402""",Incomplete,"""CID9441429""",Premier Sedan,Rohini,Madipur,9.2,10.4,,,,,1,Customer Demand,988,5.2,,,Cash
29/12/24,19:08:30,"""CNR9572306""",Completed,"""CID4723997""",Auto,Nirman Vihar,Vidhan Sabha,5.6,18.8,,,,,,,634,3.58,3.5,4.2,UPI
16/06/24,19:01:24,"""CNR5073794""",Completed,"""CID7773049""",Go Mini,MG Road,Model Town,12.1,20.1,,,,,,,729,45.85,4.3,4.8,UPI
20/08/24,13:54:35,"""CNR2443276""",Completed,"""CID3475799""",Go Mini,Laxmi Nagar,Jhilmil,10.6,45,,,,,,,528,8.48,4.4,4.6,UPI
21/01/24,5:42:52,"""CNR4220839""",Completed,"""CID9635835""",Go Sedan,Nawada,Laxmi Nagar,5.3,29.3,,,,,,,211,11.99,4.2,4.8,Credit Card
15/07/24,1:13:27,"""CNR9263526""",Completed,"""CID1744026""",Go Sedan,Karol Bagh,Rohini West,9.5,29.3,,,,,,,77,41.82,3.6,4.8,Cash
15/04/24,19:53:20,"""CNR6891963""",Completed,"""CID9840629""",Auto,IGI Airport,Ghaziabad,3.6,19.5,,,,,,,660,43.21,4.3,3.2,Cash
02/07/24,16:27:06,"""CNR3400700""",Completed,"""CID7879820""",Premier Sedan,Adarsh Nagar,Bhikaji Cama Place,6.9,31.8,,,,,,,406,33.31,5,4,Cash
26/02/24,21:16:49,"""CNR9564942""",Completed,"""CID7287113""",Go Mini,Bhiwadi,Dwarka Sector 21,12.1,38.7,,,,,,,999,45.49,4.7,3.7,Cash
21/11/24,11:10:42,"""CNR5414976""",Completed,"""CID1838778""",Bike,Meerut,Ashok Vihar,2.7,20.6,,,,,,,449,49.18,3.6,3.9,UPI
01/10/24,20:58:14,"""CNR3916436""",No Driver Found,"""CID3178601""",Auto,Panchsheel Park,Ghitorni,,,,,,,,,,,,,
02/08/24,8:09:04,"""CNR5089197""",No Driver Found,"""CID6016694""",Bike,Tughlakabad,Sonipat,,,,,,,,,,,,,
07/07/24,14:31:40,"""CNR1786584""",Cancelled by Driver,"""CID8426053""",Bike,Vidhan Sabha,Kadarpur,5,,,,1,More than permitted people in there,,,,,,,
23/03/24,19:26:38,"""CNR6383523""",Completed,"""CID3116648""",eBike,Saidulajab,Anand Vihar,13.1,39.9,,,,,,,538,10.71,4.7,4.1,UPI
26/02/24,18:04:59,"""CNR5785870""",Incomplete,"""CID9450373""",Bike,Palam Vihar,Sonipat,7.9,28.8,,,,,1,Vehicle Breakdown,350,14.07,,,Cash
13/09/24,5:45:18,"""CNR6222350""",No Driver Found,"""CID1949633""",Auto,Tis Hazari,Noida Sector 62,,,,,,,,,,,,,
28/02/24,20:34:43,"""CNR7680790""",Completed,"""CID4165517""",Premier Sedan,Subhash Nagar,Indraprastha,3.3,31.5,,,,,,,149,37.1,4.7,4.8,UPI
13/03/24,16:30:35,"""CNR5933442""",Completed,"""CID4412045""",Auto,Jahangirpuri,Vidhan Sabha,9.6,34.2,,,,,,,50,20.06,4.3,4.6,Debit Card
10/11/24,22:55:44,"""CNR4541014""",Incomplete,"""CID6056919""",Go Mini,Dilshad Garden,DLF City Court,2.3,16.3,,,,,1,Vehicle Breakdown,1391,1.89,,,Cash
20/11/24,21:48:43,"""CNR2867792""",No Driver Found,"""CID1580344""",Auto,Vinobapuri,Karkarduma,,,,,,,,,,,,,
06/12/24,11:01:56,"""CNR8859272""",Completed,"""CID4492854""",Uber XL,Ardee City,Janakpuri,2.1,16.1,,,,,,,164,12.4,4.3,4.8,Debit Card
16/06/24,18:25:24,"""CNR1717805""",Cancelled by Customer,"""CID6195951""",Auto,Keshav Puram,IIT Delhi,9.1,,1,Wrong Address,,,,,,,,,
15/05/24,17:40:02,"""CNR1500293""",Cancelled by Driver,"""CID7155244""",Go Mini,Madipur,Panchsheel Park,6.2,,,,1,Personal & Car related issues,,,,,,,
12/08/24,12:18:41,"""CNR8127901""",Completed,"""CID4542321""",Auto,South Extension,Shastri Park,2.8,15.4,,,,,,,140,28.87,4.6,4.6,UPI
02/07/24,17:13:25,"""CNR4117254""",Completed,"""CID2071122""",Uber XL,Khan Market,RK Puram,4.1,43.1,,,,,,,311,42.97,4.9,4.2,Cash
11/10/24,8:45:50,"""CNR5563743""",Completed,"""CID2709331""",Premier Sedan,Mayur Vihar,Vaishali,14.7,20.8,,,,,,,229,21,4.2,4.2,Cash
05/08/24,7:26:49,"""CNR4121330""",Completed,"""CID9629690""",Go Sedan,South Extension,Mandi House,5.1,41,,,,,,,240,22.14,3.9,4,UPI
04/10/24,20:00:05,"""CNR2217892""",Completed,"""CID2936178""",Go Sedan,Tis Hazari,Keshav Puram,11,16.3,,,,,,,687,9.94,4.6,4.8,Uber Wallet
15/10/24,13:26:27,"""CNR7678026""",Cancelled by Driver,"""CID8581528""",Auto,Arjangarh,Ashram,9.7,,,,1,The customer was coughing/sick,,,,,,,
24/08/24,18:32:45,"""CNR1888661""",Completed,"""CID6472304""",Uber XL,Chirag Delhi,Sikanderpur,14.6,34.5,,,,,,,617,21.47,4.6,3.6,UPI
09/06/24,9:23:04,"""CNR3694713""",Cancelled by Customer,"""CID6129552""",Bike,DLF City Court,GTB Nagar,11.8,,1,Driver is not moving towards pickup location,,,,,,,,,
13/02/24,15:01:58,"""CNR5412855""",Cancelled by Driver,"""CID5451634""",Go Mini,Vidhan Sabha,Indraprastha,5.2,,,,1,Personal & Car related issues,,,,,,,
08/12/24,18:43:00,"""CNR1023986""",Cancelled by Driver,"""CID8713629""",Go Mini,Mansarovar Park,Kanhaiya Nagar,6.5,,,,1,The customer was coughing/sick,,,,,,,
26/12/24,10:38:22,"""CNR4380266""",Completed,"""CID9008692""",Auto,Chirag Delhi,ITO,6.2,38.3,,,,,,,210,39.79,3,4.2,UPI
21/10/24,18:27:32,"""CNR4666902""",Cancelled by Driver,"""CID8763438""",Premier Sedan,Raj Nagar Extension,Vasant Kunj,5.7,,,,1,Personal & Car related issues,,,,,,,
10/10/24,20:25:54,"""CNR8403728""",Completed,"""CID9066264""",Premier Sedan,Udyog Vihar Phase 4,Kadarpur,3.3,42.8,,,,,,,656,9.04,3.8,4.9,UPI
16/09/24,20:49:16,"""CNR1587168""",Completed,"""CID2689444""",Bike,Kanhaiya Nagar,Satguru Ram Singh Marg,6,17,,,,,,,723,12.19,3.9,4,Uber Wallet
27/07/24,20:33:23,"""CNR7863727""",Completed,"""CID1269787""",Go Mini,Kashmere Gate,Shastri Park,2.9,39.7,,,,,,,173,31.97,4.3,3.2,Credit Card
11/10/24,9:45:37,"""CNR9815994""",Completed,"""CID7400414""",Premier Sedan,Greater Noida,Rohini West,6.4,32.5,,,,,,,238,39.51,3.7,4.2,UPI
01/02/24,17:24:51,"""CNR2421520""",Cancelled by Driver,"""CID2697610""",Go Sedan,Sohna Road,Saidulajab,4.8,,,,1,The customer was coughing/sick,,,,,,,
24/10/24,16:13:52,"""CNR2925065""",Completed,"""CID6718213""",Bike,GTB Nagar,Paschim Vihar,4.4,35.3,,,,,,,174,33.59,3.8,4.1,UPI
06/09/24,10:08:38,"""CNR5691369""",Completed,"""CID5876986""",Premier Sedan,Mandi House,Anand Vihar ISBT,2.4,43.9,,,,,,,204,4.06,5,4.2,UPI
04/09/24,17:32:56,"""CNR9475264""",Completed,"""CID8592776""",Auto,Manesar,Moti Nagar,4.9,34,,,,,,,171,33.63,3.7,4.6,Cash
01/01/24,3:13:10,"""CNR9509351""",Cancelled by Driver,"""CID2180547""",Go Sedan,Cyber Hub,Paschim Vihar,10.4,,,,1,The customer was coughing/sick,,,,,,,
07/06/24,14:12:41,"""CNR8075938""",Cancelled by Customer,"""CID5093557""",Uber XL,Panipat,Cyber Hub,14.8,,1,Driver asked to cancel,,,,,,,,,
07/09/24,21:18:04,"""CNR7618918""",Cancelled by Driver,"""CID9123597""",Go Sedan,Chhatarpur,Ghitorni Village,3.3,,,,1,The customer was coughing/sick,,,,,,,
23/06/24,15:47:52,"""CNR9507738""",Cancelled by Customer,"""CID5759409""",Go Mini,Mayur Vihar,Kaushambi,6.9,,1,Change of plans,,,,,,,,,
12/02/24,14:11:13,"""CNR3191176""",Completed,"""CID8529451""",Go Sedan,New Colony,Saket,10.2,42.3,,,,,,,431,20.04,4.5,4.6,Cash
12/02/24,12:29:57,"""CNR8425273""",Cancelled by Driver,"""CID2861227""",Bike,Arjangarh,Gurgaon Railway Station,5,,,,1,Personal & Car related issues,,,,,,,
13/06/24,20:57:44,"""CNR4521311""",Completed,"""CID9108959""",Premier Sedan,Yamuna Bank,Panchsheel Park,7.6,25.1,,,,,,,846,31.04,4.3,4.6,Debit Card
10/08/24,17:06:32,"""CNR6305161""",Completed,"""CID2487172""",Go Mini,Okhla,Chirag Delhi,12.3,37.4,,,,,,,122,18.07,3.7,4.7,Credit Card
15/12/24,18:29:32,"""CNR6823352""",Completed,"""CID4630514""",Go Sedan,Civil Lines Gurgaon,Ashram,11.2,21,,,,,,,1293,25.73,4.4,4.6,UPI
02/08/24,6:57:40,"""CNR6314374""",Completed,"""CID1237927""",Auto,Ghitorni,Aya Nagar,12.2,17.9,,,,,,,233,15.18,3.1,4.1,Cash
30/08/24,18:19:00,"""CNR8710672""",No Driver Found,"""CID7324495""",Auto,Jhilmil,Shastri Park,,,,,,,,,,,,,
08/02/24,22:05:02,"""CNR2214737""",Cancelled by Driver,"""CID7113542""",Go Sedan,Pulbangash,Samaypur Badli,8.9,,,,1,The customer was coughing/sick,,,,,,,
24/01/24,18:05:46,"""CNR6343786""",Completed,"""CID5773620""",Go Mini,Subhash Nagar,IGI Airport,2.3,36,,,,,,,583,26.01,4.3,4.5,UPI
18/02/24,10:25:46,"""CNR2154427""",Completed,"""CID7734715""",Auto,Saidulajab,IGI Airport,9.9,42.4,,,,,,,567,32.83,3.1,3.8,UPI
15/12/24,10:24:20,"""CNR6701710""",Incomplete,"""CID6392606""",Go Sedan,Karkarduma,Udyog Vihar,6.6,26.3,,,,,1,Vehicle Breakdown,1277,16.5,,,UPI
15/02/24,11:16:44,"""CNR7236152""",Completed,"""CID1015034""",Go Mini,Jama Masjid,Shahdara,10.4,24.8,,,,,,,256,23.91,4.6,4.9,Uber Wallet
26/03/24,6:01:42,"""CNR6443323""",No Driver Found,"""CID2914553""",Auto,Botanical Garden,Moti Nagar,,,,,,,,,,,,,
05/09/24,20:51:49,"""CNR9529988""",Completed,"""CID6293153""",Go Sedan,Kirti Nagar,Saket,4.8,20.4,,,,,,,448,26.39,4.1,4.7,UPI
23/02/24,9:06:57,"""CNR9604582""",Completed,"""CID3022534""",eBike,Mehrauli,Adarsh Nagar,7.5,38.2,,,,,,,511,20.79,4.8,4.9,Uber Wallet
03/12/24,20:43:49,"""CNR7698035""",Cancelled by Driver,"""CID9192248""",Auto,DLF Phase 3,Pragati Maidan,8.1,,,,1,More than permitted people in there,,,,,,,
20/09/24,22:47:05,"""CNR2396109""",Completed,"""CID9420587""",Auto,Greater Kailash,Sarai Kale Khan,9.7,15.9,,,,,,,58,25.73,3.6,4.8,Cash
15/01/24,19:37:27,"""CNR2912999""",Completed,"""CID9633918""",Auto,Sikanderpur,Shastri Park,10.3,25.8,,,,,,,644,19.63,4.2,3.2,Cash
07/11/24,12:23:03,"""CNR6848490""",Completed,"""CID7881440""",Auto,Connaught Place,Raj Nagar Extension,11.3,24.3,,,,,,,73,3.89,4.8,4.9,Cash
17/03/24,8:38:07,"""CNR4758065""",Completed,"""CID1113358""",Go Mini,Vidhan Sabha,Gurgaon Railway Station,8.8,22.8,,,,,,,162,29.88,4.3,3.5,Cash
25/06/24,21:26:04,"""CNR7238060""",Completed,"""CID6025700""",Auto,Lok Kalyan Marg,Rajiv Nagar,3.7,30.9,,,,,,,103,43.87,4.2,3.1,Debit Card
15/02/24,21:02:21,"""CNR9371236""",Cancelled by Driver,"""CID1942812""",Go Mini,Nawada,Huda City Centre,9.9,,,,1,Customer related issue,,,,,,,
18/01/24,19:22:29,"""CNR2410878""",Completed,"""CID6841704""",Go Sedan,Ghaziabad,Sushant Lok,8.6,20.7,,,,,,,590,47.51,3.7,5,UPI
02/10/24,15:15:34,"""CNR4689698""",Completed,"""CID9995729""",Premier Sedan,Delhi Gate,Welcome,10.8,36.5,,,,,,,83,40.73,4.6,4.6,UPI
22/12/24,13:11:39,"""CNR2117945""",Completed,"""CID3081444""",Auto,Botanical Garden,Shastri Nagar,5,41.4,,,,,,,98,39.96,4.3,4.1,UPI
24/09/24,3:09:59,"""CNR5915718""",Completed,"""CID8249279""",Go Sedan,Noida Extension,Ashram,13.3,41.7,,,,,,,322,21.77,4.2,4.6,UPI
24/01/24,22:09:53,"""CNR9847006""",Cancelled by Driver,"""CID3813659""",Bike,Ambience Mall,Noida Extension,8.3,,,,1,The customer was coughing/sick,,,,,,,
25/09/24,9:01:14,"""CNR4778146""",Completed,"""CID8702737""",Go Sedan,India Gate,Jama Masjid,5.4,17.2,,,,,,,407,26.95,4.4,4.7,Debit Card
19/08/24,18:14:45,"""CNR5438625""",Completed,"""CID1934336""",Go Sedan,Barakhamba Road,Ghaziabad,12.6,27.2,,,,,,,329,36.72,4.3,3.4,UPI
17/04/24,8:35:43,"""CNR6677706""",Incomplete,"""CID2188773""",Bike,Hero Honda Chowk,Kashmere Gate ISBT,7.4,14.8,,,,,1,Other Issue,111,13.7,,,Cash
13/11/24,20:41:06,"""CNR9719149""",Completed,"""CID6030658""",Go Mini,Khandsa,Jhilmil,10.8,19.4,,,,,,,2140,15.46,3.9,3.9,UPI
31/08/24,13:14:13,"""CNR6174153""",No Driver Found,"""CID2669042""",Go Sedan,Badshahpur,Punjabi Bagh,,,,,,,,,,,,,
24/09/24,5:53:40,"""CNR2641316""",Cancelled by Driver,"""CID8708959""",Go Sedan,Manesar,Udyog Bhawan,5.3,,,,1,Personal & Car related issues,,,,,,,
24/08/24,20:42:40,"""CNR7735706""",Completed,"""CID2584346""",Bike,Sonipat,Bahadurgarh,4.8,18.3,,,,,,,972,16.11,3.4,4.5,Uber Wallet
23/03/24,19:45:57,"""CNR6097073""",Cancelled by Driver,"""CID5086372""",Bike,Sonipat,Okhla,9.8,,,,1,Personal & Car related issues,,,,,,,
13/10/24,21:48:55,"""CNR5576245""",Incomplete,"""CID3498442""",eBike,Shivaji Park,Sarojini Nagar,4.9,18.4,,,,,1,Vehicle Breakdown,556,8.88,,,Credit Card
31/03/24,21:18:07,"""CNR5105158""",Incomplete,"""CID3399683""",Auto,Hauz Rani,Udyog Bhawan,6.4,27.1,,,,,1,Other Issue,388,10.22,,,UPI
20/10/24,17:57:37,"""CNR1420112""",Completed,"""CID1367677""",Go Sedan,Ashram,Chirag Delhi,11.8,37,,,,,,,1361,32.75,4.3,4.1,UPI
01/07/24,19:15:50,"""CNR4900238""",Completed,"""CID9205552""",Auto,Mandi House,Yamuna Bank,9.2,30.5,,,,,,,296,15.26,4.1,4.2,UPI
22/10/24,18:24:25,"""CNR4910653""",Completed,"""CID5664653""",Auto,Janakpuri,Kadarpur,2.4,41,,,,,,,139,6.17,4.5,3.5,Cash
05/02/24,4:29:01,"""CNR3469801""",Cancelled by Driver,"""CID5277757""",eBike,Bahadurgarh,Madipur,10.5,,,,1,Customer related issue,,,,,,,
02/01/24,20:47:28,"""CNR7930149""",Completed,"""CID1890931""",Go Mini,Pitampura,GTB Nagar,12.6,15.5,,,,,,,491,49.46,4.2,4.6,UPI
05/07/24,14:45:10,"""CNR8839847""",Cancelled by Driver,"""CID7554682""",Premier Sedan,Inderlok,Meerut,11.4,,,,1,Personal & Car related issues,,,,,,,
07/01/24,17:20:38,"""CNR6434423""",Incomplete,"""CID3409354""",Go Mini,Sarojini Nagar,Mandi House,9.7,26.3,,,,,1,Other Issue,445,5.03,,,UPI
28/01/24,9:02:55,"""CNR3306331""",Completed,"""CID9566142""",Auto,Meerut,IGNOU Road,8.1,22,,,,,,,572,32.23,4.5,4.3,Credit Card
06/05/24,9:11:41,"""CNR6177701""",Completed,"""CID3664210""",Bike,Inderlok,IGI Airport,6.2,33.9,,,,,,,274,36.79,3.2,4.3,UPI
19/09/24,22:28:08,"""CNR7271609""",Completed,"""CID2983395""",Go Mini,Anand Vihar ISBT,Rithala,3.8,40.7,,,,,,,332,16.6,4,5,Debit Card
05/12/24,11:54:49,"""CNR2460530""",Incomplete,"""CID5194533""",Premier Sedan,Chirag Delhi,Palam Vihar,8.6,16.3,,,,,1,Vehicle Breakdown,932,18.52,,,Cash
21/12/24,16:09:11,"""CNR3379804""",Completed,"""CID4676993""",Go Mini,Udyog Bhawan,Maidan Garhi,3.9,28.7,,,,,,,480,6.95,4.2,4.7,Credit Card
12/02/24,1:28:40,"""CNR6209372""",Completed,"""CID6854089""",Auto,Shahdara,Narsinghpur,2.5,38.7,,,,,,,393,30.07,4.4,4.2,Credit Card
21/06/24,13:25:49,"""CNR1660124""",Incomplete,"""CID9013369""",Go Mini,Gurgaon Sector 29,Hero Honda Chowk,6.4,13.6,,,,,1,Vehicle Breakdown,91,13.92,,,UPI
28/01/24,11:58:11,"""CNR4379459""",Completed,"""CID3166204""",Premier Sedan,Pragati Maidan,Noida Film City,12.8,44.2,,,,,,,1496,26.27,3.8,4.9,UPI
21/07/24,8:24:39,"""CNR4626132""",Cancelled by Driver,"""CID3025544""",Auto,Welcome,Dwarka Sector 21,6.6,,,,1,Customer related issue,,,,,,,
12/04/24,23:59:19,"""CNR2346462""",Completed,"""CID5763406""",Bike,Dwarka Sector 21,Khan Market,13.8,33.1,,,,,,,1304,44.86,4.2,4.6,UPI
11/02/24,19:10:38,"""CNR2402784""",Completed,"""CID1489201""",Go Sedan,IMT Manesar,Kaushambi,7.9,28.1,,,,,,,317,38.89,4.5,4.7,UPI
25/08/24,12:40:20,"""CNR3818367""",Completed,"""CID8514032""",Premier Sedan,Kirti Nagar,Lal Quila,8.7,23,,,,,,,454,38.51,4.3,4.3,Debit Card
04/12/24,6:43:17,"""CNR2555919""",Completed,"""CID7670236""",Auto,Rohini East,Moolchand,5.4,18.2,,,,,,,325,35.4,3.7,4.2,Uber Wallet
20/12/24,17:40:52,"""CNR3922144""",Cancelled by Customer,"""CID7468534""",Auto,Seelampur,Rajouri Garden,12.9,,1,Change of plans,,,,,,,,,
06/10/24,20:59:50,"""CNR3873133""",Completed,"""CID7448501""",Go Sedan,Akshardham,Barakhamba Road,9,20.7,,,,,,,159,42.41,4.3,4.7,UPI
25/04/24,20:30:08,"""CNR3277458""",Completed,"""CID6512539""",Go Sedan,Pulbangash,Sultanpur,10.6,17.7,,,,,,,151,35.54,4.6,4.9,UPI
25/06/24,13:59:27,"""CNR8485202""",Completed,"""CID2597516""",Premier Sedan,Karol Bagh,Ashok Vihar,14.8,21.8,,,,,,,1433,32.05,4.2,4.3,UPI
07/09/24,9:20:27,"""CNR3010621""",Completed,"""CID9620501""",Go Mini,Basai Dhankot,Akshardham,13,33.9,,,,,,,591,6.68,3.8,5,Uber Wallet
02/08/24,8:16:54,"""CNR4580831""",Completed,"""CID6750287""",Auto,Saidulajab,Janakpuri,9.2,17.1,,,,,,,164,22.59,4.5,4.7,UPI
29/03/24,6:27:13,"""CNR6458161""",Completed,"""CID2212770""",Bike,Ghitorni Village,Vatika Chowk,8.6,35.5,,,,,,,1184,44.46,4.5,4.6,Cash
26/05/24,19:37:12,"""CNR9958502""",Cancelled by Driver,"""CID3537452""",Bike,Nehru Place,IGI Airport,11.9,,,,1,Personal & Car related issues,,,,,,,
03/10/24,15:25:44,"""CNR3948511""",Completed,"""CID7682779""",Go Sedan,Kherki Daula Toll,Lajpat Nagar,2.3,41.7,,,,,,,2478,41.35,4.6,4.6,UPI
09/03/24,16:05:42,"""CNR4728440""",Cancelled by Driver,"""CID5214154""",Premier Sedan,Model Town,Saket,6.1,,,,1,Customer related issue,,,,,,,
09/03/24,23:32:01,"""CNR1353737""",Completed,"""CID7575831""",Auto,Netaji Subhash Place,Gurgaon Sector 29,3.8,23.4,,,,,,,317,43.84,4.6,4.9,UPI
14/07/24,10:55:57,"""CNR4441670""",No Driver Found,"""CID4811072""",Go Mini,Rajouri Garden,Shastri Park,,,,,,,,,,,,,
01/05/24,8:28:22,"""CNR8367127""",Completed,"""CID7487837""",Go Sedan,Indirapuram,Kirti Nagar,13.4,32.7,,,,,,,685,22.05,4.2,4.1,UPI
21/01/24,9:06:14,"""CNR8595800""",Incomplete,"""CID2474409""",Auto,IGI Airport,Panchsheel Park,8.5,18.3,,,,,1,Customer Demand,461,12.64,,,UPI
03/05/24,16:51:17,"""CNR4828912""",Completed,"""CID5987423""",Go Mini,Old Gurgaon,Yamuna Bank,7.9,40.6,,,,,,,240,18.42,4.1,4.2,Credit Card
14/01/24,18:42:52,"""CNR5164898""",Completed,"""CID1964776""",Go Sedan,MG Road,Civil Lines Gurgaon,8.9,33.3,,,,,,,191,40.6,4.2,4.3,Debit Card
25/11/24,16:07:17,"""CNR9993148""",Cancelled by Driver,"""CID5532400""",Auto,Shastri Nagar,Lal Quila,8.9,,,,1,The customer was coughing/sick,,,,,,,
23/09/24,7:51:43,"""CNR2496213""",Completed,"""CID6519432""",Go Sedan,Shivaji Park,Rohini,2.3,16,,,,,,,183,17.23,4.1,4.2,UPI
19/01/24,10:05:02,"""CNR3306209""",Completed,"""CID8228548""",Auto,Karol Bagh,Botanical Garden,8.9,30.3,,,,,,,289,43.39,4.4,4.2,Uber Wallet
20/12/24,17:57:37,"""CNR8090684""",Completed,"""CID5510489""",Go Sedan,Gurgaon Railway Station,Jor Bagh,12.6,27.1,,,,,,,998,24.7,4.3,4.3,UPI
01/09/24,16:18:48,"""CNR2470064""",Cancelled by Driver,"""CID4755670""",Go Mini,Civil Lines Gurgaon,DLF Phase 3,11.6,,,,1,The customer was coughing/sick,,,,,,,
07/06/24,8:55:33,"""CNR9280149""",Completed,"""CID5578720""",Auto,Kherki Daula Toll,Vidhan Sabha,4.9,33.3,,,,,,,675,34.96,4.6,3.5,Cash
07/08/24,19:33:46,"""CNR2689185""",Cancelled by Driver,"""CID3071457""",Go Sedan,Delhi Gate,Kherki Daula Toll,11.6,,,,1,Personal & Car related issues,,,,,,,
02/11/24,20:00:28,"""CNR3626821""",Completed,"""CID9459810""",Auto,Udyog Vihar,Udyog Vihar Phase 4,14.8,31.1,,,,,,,1159,47.43,5,4.6,Credit Card
15/02/24,12:38:08,"""CNR7310902""",Completed,"""CID4058527""",Auto,Samaypur Badli,Sadar Bazar Gurgaon,8.5,23.9,,,,,,,462,45.8,3.1,4.6,UPI
16/11/24,19:39:44,"""CNR9137823""",Incomplete,"""CID3513577""",Bike,INA Market,Noida Film City,5.7,17,,,,,1,Other Issue,718,7.44,,,UPI
21/08/24,18:13:12,"""CNR1981902""",Completed,"""CID3551818""",Premier Sedan,Ghitorni Village,Munirka,11,17.1,,,,,,,259,37.91,4.9,4.3,Cash
12/04/24,18:53:01,"""CNR2445000""",Cancelled by Customer,"""CID4782722""",Go Sedan,Ambience Mall,Lok Kalyan Marg,18.4,,1,Driver asked to cancel,,,,,,,,,
06/02/24,7:57:50,"""CNR9070707""",Completed,"""CID9730032""",Go Mini,Rohini West,Noida Film City,9,38.1,,,,,,,868,9.15,4.3,5,Uber Wallet
02/10/24,12:06:42,"""CNR3823722""",No Driver Found,"""CID3903805""",Go Mini,Greater Noida,Vidhan Sabha,,,,,,,,,,,,,
14/02/24,7:20:31,"""CNR4516294""",Cancelled by Driver,"""CID2255799""",eBike,Faridabad Sector 15,Sarai Kale Khan,7.9,,,,1,Personal & Car related issues,,,,,,,
17/12/24,10:56:57,"""CNR4910446""",Cancelled by Driver,"""CID6055444""",Go Sedan,Chanakyapuri,Hauz Khas,3.1,,,,1,Customer related issue,,,,,,,
01/03/24,8:30:12,"""CNR7980871""",Completed,"""CID2058737""",Go Sedan,Kanhaiya Nagar,Khandsa,10,35.7,,,,,,,220,24.17,4.3,4.5,Cash
